iauname ra dec shortname f250 f350 f500
HATLASJ145337.2+000405      223.405170000        0.068241000 HATLASJ145337.2+000405         106.083000000         129.120000000          95.121000000       
HATLASJ140515.9+010126      211.316608000        1.023927000 HATLASJ140515.9+010126         106.010000000         116.991000000          84.281000000       
HATLASJ143403.6+000232      218.515011000        0.042491000 HATLASJ143403.6+000232          97.945000000         103.873000000          85.759000000       
HATLASJ143825.4-011104      219.605920000       -1.184610000 HATLASJ143825.4-011104          98.057000000         105.680000000          82.086000000       
HATLASJ142817.0+010650      217.070983000        1.114064000 HATLASJ142817.0+010650          90.336000000          99.396000000          83.213000000       
HATLASJ142140.3+000447      215.418319000        0.079999000 HATLASJ142140.3+000447         102.186000000         111.626000000          92.006000000       
HATLASJ143202.5-005218      218.010787000       -0.871941000 HATLASJ143202.5-005218          89.787000000         115.336000000          93.333000000       
HATLASJ145135.3-011418      222.897221000       -1.238428000 HATLASJ145135.3-011418          90.443000000         111.232000000          97.218000000       
HATLASJ141810.0-003746      214.542038000       -0.629713000 HATLASJ141810.0-003746          81.738000000         106.409000000          95.584000000       
HATLASJ145132.7+024101      222.886593000        2.683665000 HATLASJ145132.7+024101          87.612000000         110.880000000          86.101000000       
HATLASJ144334.3-003033      220.892949000       -0.509395000 HATLASJ144334.3-003033          78.327000000          99.299000000          88.501000000       
HATLASJ145754.2+000017      224.476081000        0.004741000 HATLASJ145754.2+000017          89.067000000         112.258000000          96.302000000       
HATLASJ142638.8+005213      216.661830000        0.870358000 HATLASJ142638.8+005213          75.963000000          96.704000000          83.610000000       
HATLASJ143352.4+020416      218.468413000        2.071327000 HATLASJ143352.4+020416          91.907000000         116.440000000         102.789000000       
HATLASJ144512.0-001510      221.300323000       -0.252860000 HATLASJ144512.0-001510          78.433000000         108.084000000         101.377000000       
HATLASJ140421.7-001217      211.090656000       -0.204926000 HATLASJ140421.7-001217          85.125000000         112.436000000          89.144000000       
HATLASJ141832.9+010212      214.637263000        1.036779000 HATLASJ141832.9+010212          77.772000000         113.886000000          96.698000000       
HATLASJ145040.4+003333      222.668352000        0.559338000 HATLASJ145040.4+003333          84.475000000         112.997000000          92.399000000       
HATLASJ144608.6+021927      221.536061000        2.324288000 HATLASJ144608.6+021927          80.326000000         138.824000000         144.776000000       
HATLASJ142720.2+021958      216.834499000        2.332850000 HATLASJ142720.2+021958          80.628000000         103.124000000          83.501000000       
HATLASJ142542.2+014447      216.426055000        1.746507000 HATLASJ142542.2+014447          69.777000000          77.239000000          82.583000000       
HATLASJ142819.4+005431      217.081020000        0.908615000 HATLASJ142819.4+005431          58.220000000          90.605000000          86.584000000       
HATLASJ142339.4+003241      215.914580000        0.544886000 HATLASJ142339.4+003241          66.690000000          91.942000000          81.244000000       
HATLASJ143156.8+010410      217.986809000        1.069660000 HATLASJ143156.8+010410          64.579000000          84.860000000          85.233000000       
HATLASJ141117.8-010655      212.824394000       -1.115372000 HATLASJ141117.8-010655          62.746000000          87.303000000          89.607000000       
HATLASJ143747.2+011558      219.446853000        1.266194000 HATLASJ143747.2+011558          43.544000000          84.876000000          80.183000000       
HATLASJ142232.6+003016      215.635869000        0.504679000 HATLASJ142232.6+003016          22.761000000          51.645000000          80.640000000       
  NA.v1.56          206.122600176       30.509937389       NA.v1.56   480.966000   484.465000   344.368000 
 NA.v1.144          204.207827854       29.300173389      NA.v1.144   295.264000   293.882000   191.457000 
 NA.v1.177          202.247043659       29.390853389      NA.v1.177   264.139000   310.236000   261.015000 
 NA.v1.186          201.268228432       31.260282389      NA.v1.186   232.780000   257.422000   168.771000 
 NA.v1.195          201.625496191       33.736083389      NA.v1.195   179.022000   278.834000   265.119000 
 NA.v1.267          203.232415468       34.369306389      NA.v1.267   164.362000   186.541000   133.747000 
 NA.v1.327          204.770361101       34.138945389      NA.v1.327   151.365000   153.103000   116.098000 
 NA.v1.377          205.493751475       29.475706389      NA.v1.377   176.062000   177.833000   124.171000 
 NA.v1.421          200.757159713       34.280462389      NA.v1.421   125.197000   168.216000   143.704000 
 NA.v1.489          203.927885174       30.067684389      NA.v1.489   136.595000   174.756000   135.250000 
 NA.v1.715          201.078730322       32.131785389      NA.v1.715   101.257000   123.576000   111.381000 
 NA.v1.943          204.247935901       32.300996389      NA.v1.943    98.826000   106.986000   108.330000 
 NA.v1.985          205.350497760       35.668495389      NA.v1.985    90.309000   112.171000   106.401000 
NA.v1.1205          203.668278173       35.527824389     NA.v1.1205    82.344000   115.780000   108.096000 
NA.v1.1615          203.823157599       31.189362389     NA.v1.1615    91.876000   133.644000   105.932000 
NA.v1.2316          200.873955436       31.258423389     NA.v1.2316    74.915000   100.422000   111.359000 
NA.v1.3307          202.289068954       30.166174389     NA.v1.3307    66.987000   117.026000   104.817000 
  NB.v1.43          201.112275745       28.747897278       NB.v1.43   347.285000   377.528000   267.793000 
  NB.v1.78          202.534785500       24.983251278       NB.v1.78   273.442000   281.975000   214.255000 
 NB.v1.166          202.945822392       28.925671278      NB.v1.166   185.248000   153.183000   100.030000 
 NB.v1.180          203.230766182       26.924785278      NB.v1.180   178.000000   167.705000   118.191000 
 NB.v1.188          202.658814047       25.858051278      NB.v1.188   181.078000   167.504000   116.722000 
 NB.v1.255          203.556883662       26.083169278      NB.v1.255   154.942000   176.624000   147.387000 
 NB.v1.293          204.693337062       25.849121278      NB.v1.293   139.863000   170.406000   134.155000 
 NB.v1.383          202.252050579       28.321105278      NB.v1.383   130.091000   149.755000   110.656000 
 NB.v1.436          203.908617114       26.962199278      NB.v1.436   125.839000   148.091000   106.919000 
 NB.v1.508          200.368621543       28.339649278      NB.v1.508   117.240000   135.417000   111.125000 
 NB.v1.686          201.044019230       25.148958278      NB.v1.686   106.099000   121.286000   105.521000 
NB.v1.1495          207.231782854       24.129516278     NB.v1.1495    80.907000   110.457000   119.329000 
NB.v1.2335          205.926344662       26.655940278     NB.v1.2335    65.415000   113.025000   122.809000 
NB.v1.5323          204.536515034       25.865746278     NB.v1.5323    54.672000    97.327000   108.931000 
NB.v1.8982          207.260658688       28.776801278     NB.v1.8982    42.094000    94.844000   104.813000 
  NC.v1.11          194.106799954       23.348260222       NC.v1.11   805.053000   330.806000   118.172000 
  NC.v1.79          194.498809415       22.766061222       NC.v1.79   298.176000   245.224000   149.635000 
