iauname shortname dataname ra_250 dec_250 n_lens z_lens z_lens_err z_source e_z_source f250 e250 f350 e350 f500 e500 f870 e870 lensgrade bestspire
1HERMES_S250_J022547.8-041750 HXMM05    XMM03 02:25:48.21 -04:17:51.1 0 -99 -99 2.985 0.001 105.7 6.7 119.4 7.8 91.6 6.6 14.01 0.34 C 250
1HERMES_S250_J022944.7-034110 HXMM30    XMM109 02:29:44.79 -03:41:10.17 0 -99 -99 3.2 0.5 90.0 6.0 100.0 6.0 75.0 6.0 22.53 0.27 A 250
1HERMES_S250_J023006.0-034152 HXMM12    XMM05 02:30:05.98 -03:41:52.7 0 -99 -99 2.92 0.5 102.3 6.7 110.4 7.8 81.1 6.7 15.56 0.37 C 250
1HERMES_S250_J032752.0-290908 HECDFS12  CDFS_M0 03:27:52.03 -29:09:06.75 0 -99 -99 2.5 0.5 28.0 7.0 84.0 6.0 85.0 6.0 33.16 0.45 ACX 500
1HERMES_S250_J033210.8-270535 HECDFS04  CDFS_M1 03:32:10.69 -27:05:33.76 0 -99 -99 2.5 0.5 73.0 6.0 86.0 6.0 85.0 6.0 13.49 0.24 C 500
1HERMES_S250_J033317.9-280907 HECDFS13  ECDFS02 03:33:17.93 -28:09:04.66 0 -99 -99 2.56 0.5 96.0 6.0 90.0 6.0 63.0 6.0 14.13 0.25 X 250
1HERMES_S250_J043340.5-540337 HADFS04   ADFS06 04:33:40.54 -54:03:37.69 0 -99 -99 4.18 0.5 76.0 6.0 90.0 6.0 72.0 6.0 17.23 0.42 C 250
1HERMES_S250_J043619.3-552425 HADFS02   ADFS05 04:36:19.36 -55:24:26.16 0 -99 -99 3.04 0.5 109.6 6.1 102.4 5.5 86.7 5.4 15.29 0.37 X 250
1HERMES_S250_J043829.7-541831 HADFS11   ADFS_M0 04:38:30.66 -54:18:24.98 0 -99 -99 2.5 0.5 57.0 6.0 78.0 5.0 75.0 6.0 20.46 0.47 C 500
1HERMES_S250_J044103.8-531240 HADFS10   ADFS04 04:41:03.43 -53:12:40.71 0 -99 -99 2.72 0.5 96.0 6.0 86.0 6.0 57.0 6.0 14.94 0.33 X 250
1HERMES_S250_J044153.9-540350 HADFS01   ADFS07 04:41:53.88 -54:03:51.83 0 -99 -99 3.81 0.5 79.7 6.0 103.0 5.5 92.7 5.9 32.13 0.46 A 250
1HERMES_S250_J044946.9-525424 HADFS09   ADFS03 04:49:46.63 -52:54:26.85 0 -99 -99 3.15 0.5 115.0 6.0 61.0 6.0 24.0 6.0 13.39 0.49 X 250
1HERMES_S250_J045026.5-524127 HADFS08   ADFS02 04:50:27.14 -52:41:25.66 0 -99 -99 3.19 0.5 88.0 6.0 81.0 6.0 50.0 6.0 10.29 0.35 C 250
1HERMES_S250_J045057.5-531654 HADFS03   ADFS01 04:50:57.62 -53:16:54.07 0 -99 -99 2.74 0.5 138.0 6.0 114.0 6.0 73.0 6.0 11.15 0.38 C 250
1HERMES_S250_J100056.6+022014 HCOSMOS02 COS02 10:00:57.06 +02:20:10.30 0 -99 -99 3.43 0.5 71.0 6.0 64.0 6.0 41.0 6.0 10.37 0.51 X 250
1HERMES_S250_J100144.1+025712 HCOSMOS01 COS01 10:01:44.36 +02:57:08.62 0 -99 -99 3.09 0.5 91.0 6.0 100.0 6.0 74.0 6.0 12.59 0.21 A 250
